q,seq_len,p_clean,p_clean_ablate_top_head,p_corrupt,p_corrupt_restore_top_head
85,303,0.9836705327033997,0.9317043423652649,0.009729811921715736,0.6801209449768066
87,286,0.6676598787307739,0.20351874828338623,0.0005970477941446006,0.07553821802139282
88,415,0.8453463912010193,0.5196934342384338,0.05107058957219124,0.5595887899398804
89,359,0.9754349589347839,0.8971656560897827,0.04066145792603493,0.7535622119903564
90,266,0.9035281538963318,0.7835119366645813,0.1097591370344162,0.5639454126358032
91,280,0.752410352230072,0.30186110734939575,0.0022671506740152836,0.2419792264699936
94,254,0.9541393518447876,0.8949369788169861,0.1550762802362442,0.6302255392074585
97,311,0.7916855216026306,0.39812925457954407,0.030551360920071602,0.43693602085113525
98,269,0.9546471834182739,0.8907715082168579,0.04686402902007103,0.40760016441345215
100,307,0.6880447268486023,0.20916488766670227,0.00559005793184042,0.18375414609909058
101,288,0.8462029695510864,0.513191282749176,0.007420370355248451,0.3946416676044464
103,255,0.9288210272789001,0.7223848700523376,0.01027610246092081,0.24447603523731232
104,306,0.7782439589500427,0.328163743019104,0.016400756314396858,0.4561041295528412
105,238,0.543998658657074,0.295019268989563,0.010566627606749535,0.0698758214712143
106,435,0.981867253780365,0.9326857924461365,0.19406749308109283,0.903395414352417
107,282,0.8905048370361328,0.6857768297195435,0.10848724097013474,0.700039267539978
108,370,0.6894267797470093,0.09090731292963028,0.0016786125488579273,0.2163204699754715
109,257,0.8809043169021606,0.6571056842803955,0.14642390608787537,0.7038442492485046
111,353,0.48300981521606445,0.07302740216255188,0.0016074450686573982,0.11780356615781784
112,307,0.7211390137672424,0.225679412484169,0.0011537870159372687,0.166848286986351
113,318,0.6802960634231567,0.278932124376297,0.07226036489009857,0.5903900861740112
115,244,0.4826442301273346,0.12625540792942047,0.0024584352504462004,0.06093759462237358
118,337,0.8693305850028992,0.5144643783569336,0.11913764476776123,0.7580093741416931
119,305,0.6887498497962952,0.2763948142528534,0.005697822663933039,0.15609295666217804
121,379,0.925939679145813,0.5065163373947144,5.525063170352951e-05,0.06307483464479446
122,259,0.9333852529525757,0.795613706111908,0.03642304986715317,0.4341745376586914
123,293,0.9296132922172546,0.7158492207527161,0.025807620957493782,0.5691712498664856
126,297,0.6737774014472961,0.2657535970211029,0.06432107836008072,0.535505473613739
129,247,0.8607001304626465,0.6422683596611023,0.028676817193627357,0.3726101517677307
131,391,0.9910792708396912,0.9638134241104126,0.1407865583896637,0.9176830649375916
133,289,0.5200315713882446,0.09059400856494904,0.13995498418807983,0.7175360918045044
134,317,0.6855414509773254,0.2694442570209503,0.04373643174767494,0.4983345866203308
136,259,0.7862110733985901,0.42405059933662415,0.02803245559334755,0.336376816034317
137,294,0.7202936410903931,0.27460819482803345,0.011345833539962769,0.32147109508514404
138,297,0.8675681352615356,0.6352859735488892,0.17361359298229218,0.6780368685722351
139,233,0.4542219936847687,0.18046897649765015,0.04015984758734703,0.2131727635860443
140,253,0.8869062066078186,0.7404670119285583,0.08574814349412918,0.3890097439289093
141,262,0.9842579364776611,0.9560868144035339,0.17725643515586853,0.8261799216270447
142,370,0.9814178943634033,0.9269892573356628,0.2546846568584442,0.8895626664161682
143,327,0.9193491339683533,0.7167797088623047,0.08828247338533401,0.7041356563568115
144,305,0.9114347100257874,0.5507849454879761,0.00030855732620693743,0.18630284070968628
146,235,0.7347971796989441,0.5617735981941223,0.0941825658082962,0.2907896339893341
148,324,0.47927749156951904,0.07795315235853195,0.025284621864557266,0.4110305905342102
149,367,0.9553557634353638,0.7959021329879761,0.16868436336517334,0.8451303839683533
150,343,0.6324532628059387,0.18636325001716614,0.0013818086590617895,0.11015699803829193
151,246,0.5643704533576965,0.21112971007823944,0.0027832812629640102,0.057423822581768036
152,295,0.8365582227706909,0.5328066349029541,0.09405852109193802,0.6584782600402832
153,386,0.9888455867767334,0.9432715773582458,0.11785458773374557,0.8847384452819824
155,285,0.48548418283462524,0.11816813051700592,0.005641718860715628,0.20510831475257874
156,224,0.8655368685722351,0.6633478403091431,0.03903503715991974,0.36188045144081116
157,230,0.9338001012802124,0.7868621349334717,0.10131100565195084,0.7191528677940369
158,265,0.7290080189704895,0.3449072241783142,0.0015621371567249298,0.07160769402980804
161,363,0.8145121932029724,0.3125971853733063,0.008690975606441498,0.3187571167945862
162,267,0.8262129426002502,0.5837321877479553,0.007332689594477415,0.20012591779232025
163,242,0.6639883518218994,0.360424280166626,0.0075196195393800735,0.11305832117795944
164,262,0.8914616107940674,0.6072842478752136,0.007089647930115461,0.358735054731369
